SupplierID,Company Name,Contact,Company Location,Category,Rating
SPL-28694,Outdoor Living Designs Corp.,Maria Alice,Kulai,Outdoor Furniture,3.5
SPL-28695,Wood Master Creations Co.,Michael Johnson,Kulai,Wardrobes,4.8
SPL-28696,Elegant Living Designs Co.,Jane Lee,Muar,Wardrobes,4.4
SPL-28697,Heritage Furniture Makers LLC,Sarah Garcia,Johor Baharu,Chairs,3.4
SPL-28698,Comfort Craft Furniture Ltd.,Jeff Johnson,Johor Baharu,Wardrobes,4.3
SPL-28699,Classic Comfort Interiors Ltd.,Jeff Brown,Batu Pahat,Shelving,3.7
SPL-28700,Classic Comfort Interiors LLC,Michael Brown,Kuala Lumpur,Cabinets,4.8
SPL-28701,Comfort Craft Furniture Ltd.,Sarah Johnson,Muar,Beds,3.9
SPL-28702,Classic Comfort Interiors Sdn Bhd,Emma Williams,Johor Baharu,Beds,3.1
SPL-28703,Space Savers Furniture Corp.,Sarah Smith,Batu Pahat,Beds,2.7
SPL-28704,Wood Master Creations Co.,Jeff Williams,Kulai,Beds,3.2
SPL-28705,Bedroom Bliss Creations Sdn Bhd,Sarah Johnson,Johor Baharu,Beds,2.6
SPL-28706,Leather Table Masters Inc. Ltd.,Jeff Johnson,Kulai,Dining Sets,3.2
SPL-28707,Classic Comfort Interiors LLC,Jane Smith,Johor Baharu,Chairs,4.0
SPL-28708,Fabric Comfort Craft Furniture Co.,Jane Garcia,Batu Pahat,Dining Sets,4.8
SPL-28709,Wood Master Creations Sdn Bhd,Michael Smith,Kuala Lumpur,Chairs,2.8
SPL-28710,Outdoor Living Designs LLC,Jeff Brown,Johor Baharu,Dining Sets,3.5
SPL-28711,Outdoor Living Designs Sdn Bhd,John Johnson,Kuala Lumpur,Bookcases,4.1
SPL-28712,Plastic Classic Comfort Interiors Sdn Bhd,Robert Garcia,Muar,Recliners,3.6
SPL-28713,Rattan Modern Home Furnishings Inc.,Jeff Lee,Kulai,Desks,3.2
SPL-28714,Artisan Woodworks Inc.,Maria Garcia,Muar,Chairs,2.8
SPL-28715,Elegant Living Designs Inc.,Jeff Garcia,Batu Pahat,Bar Stools,4.3
SPL-28716,Heritage Furniture Makers Corp.,Robert Johnson,Johor Baharu,Bar Stools,4.2
SPL-28717,Contemporary Style Co. Ltd.,Robert Brown,Kulai,Recliners,2.6
SPL-28718,Table Masters Inc. Inc.,Jane Smith,Johor Baharu,Chairs,3.4
SPL-28719,Glass Table Masters Inc. Co.,Maria Williams,Kuala Lumpur,Recliners,3.3
SPL-28720,Comfort Craft Furniture Co.,John Brown,Kulai,Cabinets,4.0
SPL-28721,Premium Seating Solutions Sdn Bhd,Emma Lee,Kulai,Bar Stools,2.7
SPL-28722,Elegant Living Designs Ltd.,Sarah Alice,Muar,Wardrobes,3.9
SPL-28723,Table Masters Inc. Co.,Emma Smith,Kulai,Wardrobes,3.6
SPL-28724,Modern Home Furnishings Corp.,Robert Lee,Batu Pahat,Dining Sets,3.4
SPL-28725,Classic Comfort Interiors Sdn Bhd,John Johnson,Kuala Lumpur,Office Furniture,2.6
SPL-28726,Comfort Craft Furniture LLC,Robert Alice,Batu Pahat,Recliners,4.2
SPL-28727,Rattan Modern Home Furnishings Ltd.,Emma Lee,Kuala Lumpur,Bar Stools,4.9
SPL-28728,Fabric Office Pro Furnishings Corp.,John Smith,Batu Pahat,Outdoor Furniture,3.8
SPL-28729,Office Pro Furnishings Inc.,Michael Lee,Johor Baharu,Shelving,3.8
SPL-28730,Space Savers Furniture Inc.,John Jones,Batu Pahat,Sofas,2.7
SPL-28731,Glass Space Savers Furniture LLC,Sarah Williams,Muar,Chairs,3.0
SPL-28732,Comfort Craft Furniture Sdn Bhd,Maria Jones,Kuala Lumpur,Wardrobes,3.4
SPL-28733,Artisan Woodworks LLC,Michael Alice,Kulai,Cabinets,4.2
SPL-28734,Glass Space Savers Furniture Co.,John Alice,Muar,Cabinets,3.6
SPL-28735,Plastic Luxury Living Spaces Co.,Sarah Smith,Muar,Recliners,3.3
SPL-28736,Wood Comfort Craft Furniture Corp.,Jeff Brown,Kuala Lumpur,Chairs,4.6
SPL-28737,Wood Master Creations Ltd.,Michael Brown,Muar,Tables,4.7
SPL-28738,Space Savers Furniture Co.,Jane Lee,Kuala Lumpur,Cabinets,2.7
SPL-28739,Bedroom Bliss Creations LLC,Sarah Smith,Kuala Lumpur,Recliners,3.0
SPL-28740,Glass Artisan Woodworks LLC,Emma Smith,Kulai,Beds,3.7
SPL-28741,Luxury Living Spaces Ltd.,John Alice,Muar,Cabinets,3.4
SPL-28742,Rattan Modern Home Furnishings Ltd.,Emma Jones,Kuala Lumpur,Bar Stools,4.9
SPL-28743,Leather Outdoor Living Designs Sdn Bhd,John Brown,Muar,Office Furniture,4.5
SPL-28744,Premium Seating Solutions Inc.,John Alice,Muar,Chairs,4.5
SPL-28745,Heritage Furniture Makers LLC,John Alice,Johor Baharu,Wardrobes,4.1
SPL-28746,Comfort Craft Furniture Ltd.,Michael Garcia,Batu Pahat,Bookcases,4.8
SPL-28747,Artisan Woodworks Sdn Bhd,Robert Alice,Muar,Desks,2.8
SPL-28748,Bedroom Bliss Creations Inc.,John Alice,Kuala Lumpur,Sofas,3.9
SPL-28749,Heritage Furniture Makers Sdn Bhd,Emma Alice,Kulai,Bookcases,3.4
SPL-28750,Comfort Craft Furniture Corp.,John Alice,Kulai,Bookcases,4.4
SPL-28751,Plastic Classic Comfort Interiors Ltd.,Michael Garcia,Batu Pahat,Outdoor Furniture,2.9
SPL-28752,Table Masters Inc. Corp.,Jeff Williams,Muar,Dining Sets,4.5
SPL-28753,Outdoor Living Designs LLC,Robert Jones,Batu Pahat,Sofas,4.4
SPL-28754,Bedroom Bliss Creations Ltd.,John Garcia,Kuala Lumpur,Tables,3.7
SPL-28755,Premium Seating Solutions Inc.,Jane Johnson,Kulai,Outdoor Furniture,5.0
SPL-28756,Space Savers Furniture Corp.,Michael Williams,Muar,Bookcases,2.7
SPL-28757,Artisan Woodworks Co.,Robert Jones,Muar,Outdoor Furniture,3.7
SPL-28758,Fabric Luxury Living Spaces Corp.,Robert Smith,Batu Pahat,Bookcases,3.1
SPL-28759,Premium Seating Solutions Inc.,Robert Garcia,Muar,Sofas,3.5
SPL-28760,Elegant Living Designs Ltd.,Jane Garcia,Batu Pahat,Shelving,3.1
SPL-28761,Artisan Woodworks Sdn Bhd,Michael Garcia,Muar,Bookcases,4.8
SPL-28762,Wood Master Creations Co.,Michael Smith,Kuala Lumpur,Cabinets,3.2
SPL-28763,Table Masters Inc. Sdn Bhd,Robert Smith,Muar,Wardrobes,4.7
SPL-28764,Wood Master Creations Corp.,Maria Jones,Kulai,Bookcases,2.7
SPL-28765,Modern Home Furnishings Co.,Sarah Williams,Batu Pahat,Outdoor Furniture,4.4
SPL-28766,Luxury Living Spaces LLC,Jane Brown,Johor Baharu,Bar Stools,4.7
SPL-28767,Table Masters Inc. Corp.,Sarah Lee,Muar,Desks,3.2
SPL-28768,Modern Home Furnishings LLC,Sarah Lee,Kulai,Cabinets,2.6
SPL-28769,Bedroom Bliss Creations Corp.,Jeff Johnson,Batu Pahat,Bar Stools,3.8
SPL-28770,Artisan Woodworks Inc.,Jane Garcia,Batu Pahat,Desks,4.7
SPL-28771,Contemporary Style Co. Ltd.,Emma Alice,Kulai,Shelving,3.7
SPL-28772,Wood Master Creations Sdn Bhd,Sarah Brown,Kulai,Recliners,4.3
SPL-28773,Rattan Contemporary Style Co. Inc.,John Lee,Johor Baharu,Wardrobes,4.7
SPL-28774,Comfort Craft Furniture LLC,Sarah Williams,Muar,Outdoor Furniture,2.9
SPL-28775,Premium Seating Solutions Corp.,Robert Jones,Johor Baharu,Bookcases,3.7
SPL-28776,Artisan Woodworks Sdn Bhd,Emma Williams,Muar,Shelving,2.7
SPL-28777,Comfort Craft Furniture Ltd.,Jeff Johnson,Batu Pahat,Chairs,4.2
SPL-28778,Office Pro Furnishings Ltd.,Robert Alice,Muar,Chairs,4.8
SPL-28779,Artisan Woodworks Sdn Bhd,Maria Williams,Muar,Chairs,4.8
SPL-28780,Artisan Woodworks Co.,Michael Smith,Muar,Tables,4.9
SPL-28781,Wood Wood Master Creations Sdn Bhd,Robert Lee,Muar,Cabinets,4.6
SPL-28782,Glass Space Savers Furniture Corp.,John Garcia,Batu Pahat,Recliners,3.3
SPL-28783,Artisan Woodworks Sdn Bhd,Robert Garcia,Batu Pahat,Dining Sets,2.8
SPL-28784,Plastic Classic Comfort Interiors Inc.,John Lee,Kulai,Wardrobes,3.1
SPL-28785,Classic Comfort Interiors Co.,John Brown,Muar,Outdoor Furniture,2.8
SPL-28786,Bedroom Bliss Creations Inc.,John Smith,Muar,Bookcases,4.9
SPL-28787,Table Masters Inc. Ltd.,Emma Brown,Kuala Lumpur,Outdoor Furniture,3.4
SPL-28788,Glass Premium Seating Solutions LLC,Michael Smith,Kuala Lumpur,Shelving,4.1
SPL-28789,Classic Comfort Interiors LLC,John Lee,Johor Baharu,Dining Sets,4.9
SPL-28790,Wood Outdoor Living Designs Ltd.,Maria Garcia,Kuala Lumpur,Recliners,3.0
SPL-28791,Leather Premium Seating Solutions Corp.,Robert Jones,Johor Baharu,Recliners,3.6
SPL-28792,Glass Artisan Woodworks Ltd.,Jeff Garcia,Batu Pahat,Beds,3.7
SPL-28793,Comfort Craft Furniture Inc.,John Johnson,Kulai,Outdoor Furniture,3.8
SPL-28794,Outdoor Living Designs Inc.,Jeff Brown,Kuala Lumpur,Beds,2.9
SPL-28795,Fabric Heritage Furniture Makers Sdn Bhd,Maria Smith,Batu Pahat,Benches,4.7
SPL-28796,Wood Master Creations Ltd.,Maria Johnson,Kulai,Desks,3.9
SPL-28797,Glass Modern Home Furnishings Inc.,Michael Lee,Batu Pahat,Dining Sets,3.9
SPL-28798,Modern Home Furnishings Co.,Robert Jones,Kulai,Benches,2.9
SPL-28799,Elegant Living Designs Sdn Bhd,Robert Lee,Kulai,Benches,4.6
SPL-28800,Outdoor Living Designs Co.,Robert Williams,Johor Baharu,Desks,3.7
SPL-28801,Bedroom Bliss Creations Inc.,Emma Lee,Kuala Lumpur,Wardrobes,2.9
SPL-28802,Comfort Craft Furniture Ltd.,Jane Smith,Kulai,Benches,4.3
SPL-28803,Luxury Living Spaces Sdn Bhd,Jane Smith,Kulai,Benches,4.6
SPL-28804,Office Pro Furnishings Inc.,Jane Alice,Johor Baharu,Desks,2.8
SPL-28805,Metal Classic Comfort Interiors Co.,John Garcia,Batu Pahat,Office Furniture,4.5
SPL-28806,Fabric Contemporary Style Co. Inc.,John Jones,Kuala Lumpur,Benches,4.2
SPL-28807,Premium Seating Solutions Sdn Bhd,Jane Johnson,Kulai,Beds,4.1
SPL-28808,Metal Outdoor Living Designs Corp.,Michael Williams,Kuala Lumpur,Dining Sets,3.2
SPL-28809,Premium Seating Solutions Corp.,Sarah Lee,Batu Pahat,Bar Stools,3.5
SPL-28810,Elegant Living Designs Sdn Bhd,John Alice,Johor Baharu,Wardrobes,4.9
SPL-28811,Metal Comfort Craft Furniture Inc.,Jane Brown,Batu Pahat,Cabinets,2.8
SPL-28812,Artisan Woodworks LLC,Jane Jones,Batu Pahat,Benches,3.8
SPL-28813,Rattan Outdoor Living Designs Co.,Maria Brown,Kuala Lumpur,Tables,3.8
SPL-28814,Contemporary Style Co. Co.,Sarah Johnson,Kuala Lumpur,Dining Sets,2.7
SPL-28815,Metal Table Masters Inc. Inc.,Sarah Brown,Kuala Lumpur,Outdoor Furniture,2.5
SPL-28816,Rattan Table Masters Inc. LLC,Michael Alice,Muar,Beds,2.7
SPL-28817,Luxury Living Spaces Inc.,Michael Williams,Johor Baharu,Bar Stools,2.9
SPL-28818,Contemporary Style Co. Ltd.,Michael Garcia,Johor Baharu,Dining Sets,4.7
SPL-28819,Heritage Furniture Makers Corp.,Maria Williams,Johor Baharu,Shelving,4.0
SPL-28820,Modern Home Furnishings LLC,John Brown,Batu Pahat,Desks,3.0
SPL-28821,Rattan Contemporary Style Co. Co.,Sarah Garcia,Kuala Lumpur,Recliners,4.2
SPL-28822,Wood Premium Seating Solutions LLC,Sarah Brown,Batu Pahat,Cabinets,4.1
SPL-28823,Luxury Living Spaces Sdn Bhd,John Garcia,Muar,Desks,4.8
SPL-28824,Office Pro Furnishings Inc.,John Jones,Kuala Lumpur,Beds,2.8
SPL-28825,Leather Bedroom Bliss Creations Inc.,Sarah Garcia,Muar,Beds,4.6
SPL-28826,Table Masters Inc. Sdn Bhd,Sarah Jones,Kulai,Wardrobes,2.9
SPL-28827,Luxury Living Spaces Sdn Bhd,Sarah Williams,Kuala Lumpur,Office Furniture,3.6
SPL-28828,Leather Classic Comfort Interiors Ltd.,John Smith,Johor Baharu,Cabinets,3.4
SPL-28829,Bedroom Bliss Creations Co.,Emma Brown,Kuala Lumpur,Desks,2.8
SPL-28830,Table Masters Inc. LLC,Jane Garcia,Kuala Lumpur,Shelving,3.1
SPL-28831,Rattan Premium Seating Solutions Co.,Robert Lee,Johor Baharu,Bookcases,2.8
SPL-28832,Wood Office Pro Furnishings Ltd.,Emma Alice,Batu Pahat,Bookcases,2.8
SPL-28833,Fabric Table Masters Inc. Co.,Robert Brown,Johor Baharu,Benches,2.6
SPL-28834,Rattan Comfort Craft Furniture Sdn Bhd,Michael Alice,Kulai,Desks,3.0
SPL-28835,Glass Office Pro Furnishings Corp.,Jeff Johnson,Kulai,Wardrobes,4.1
SPL-28836,Luxury Living Spaces Inc.,Michael Lee,Muar,Cabinets,3.9
SPL-28837,Plastic Elegant Living Designs LLC,Emma Brown,Johor Baharu,Bar Stools,2.8
SPL-28838,Luxury Living Spaces Inc.,Robert Brown,Kuala Lumpur,Benches,4.3
SPL-28839,Glass Elegant Living Designs Ltd.,Robert Alice,Muar,Benches,3.5
SPL-28840,Metal Elegant Living Designs Sdn Bhd,Sarah Williams,Johor Baharu,Benches,4.2
SPL-28841,Contemporary Style Co. Corp.,Emma Alice,Johor Baharu,Dining Sets,3.7
SPL-28842,Leather Space Savers Furniture Inc.,Maria Williams,Kulai,Office Furniture,4.0
SPL-28843,Outdoor Living Designs Corp.,Michael Smith,Muar,Bar Stools,3.7
SPL-28844,Premium Seating Solutions Co.,Michael Johnson,Kulai,Shelving,3.2
SPL-28845,Contemporary Style Co. Co.,Sarah Smith,Batu Pahat,Outdoor Furniture,2.8
SPL-28846,Elegant Living Designs LLC,Maria Smith,Muar,Wardrobes,4.0
SPL-28847,Comfort Craft Furniture Sdn Bhd,Emma Jones,Kulai,Dining Sets,3.7
SPL-28848,Wood Master Creations Corp.,Jane Garcia,Muar,Recliners,4.6
SPL-28849,Artisan Woodworks Sdn Bhd,Jane Lee,Kulai,Wardrobes,3.8
SPL-28850,Outdoor Living Designs Corp.,Sarah Lee,Kulai,Beds,2.5
SPL-28851,Metal Elegant Living Designs Ltd.,Michael Johnson,Kulai,Bookcases,3.2
SPL-28852,Wood Luxury Living Spaces Ltd.,Maria Williams,Kuala Lumpur,Chairs,3.3
SPL-28853,Table Masters Inc. Co.,Maria Alice,Kuala Lumpur,Office Furniture,3.5
SPL-28854,Elegant Living Designs LLC,Sarah Lee,Johor Baharu,Tables,4.6
SPL-28855,Outdoor Living Designs Ltd.,Michael Lee,Muar,Shelving,3.6
SPL-28856,Metal Space Savers Furniture Ltd.,Sarah Williams,Muar,Beds,3.9
SPL-28857,Comfort Craft Furniture Ltd.,Robert Lee,Johor Baharu,Office Furniture,3.0
SPL-28858,Premium Seating Solutions Corp.,Robert Jones,Muar,Chairs,3.6
SPL-28859,Wood Premium Seating Solutions Co.,Maria Johnson,Johor Baharu,Chairs,3.6
SPL-28860,Office Pro Furnishings Sdn Bhd,John Williams,Batu Pahat,Tables,4.2
SPL-28861,Modern Home Furnishings Co.,John Lee,Kuala Lumpur,Tables,4.5
SPL-28862,Leather Wood Master Creations Sdn Bhd,Jeff Garcia,Kuala Lumpur,Tables,3.4
SPL-28863,Luxury Living Spaces Inc.,Sarah Garcia,Muar,Benches,4.5
SPL-28864,Elegant Living Designs Ltd.,Jeff Lee,Kuala Lumpur,Beds,2.5
SPL-28865,Elegant Living Designs Corp.,Robert Johnson,Johor Baharu,Shelving,4.2
SPL-28866,Table Masters Inc. LLC,Maria Jones,Johor Baharu,Bar Stools,3.9
SPL-28867,Bedroom Bliss Creations LLC,Jane Johnson,Kulai,Bar Stools,2.7
SPL-28868,Bedroom Bliss Creations Ltd.,Michael Alice,Johor Baharu,Dining Sets,4.3
SPL-28869,Wood Comfort Craft Furniture Sdn Bhd,Jeff Garcia,Batu Pahat,Office Furniture,4.7
SPL-28870,Fabric Bedroom Bliss Creations LLC,Maria Lee,Muar,Chairs,4.0
SPL-28871,Plastic Bedroom Bliss Creations Corp.,Robert Brown,Batu Pahat,Shelving,4.2
SPL-28872,Premium Seating Solutions Corp.,Jane Jones,Batu Pahat,Dining Sets,3.6
SPL-28873,Outdoor Living Designs LLC,Sarah Garcia,Batu Pahat,Sofas,2.7
SPL-28874,Rattan Classic Comfort Interiors Inc.,Sarah Brown,Kulai,Wardrobes,3.4
SPL-28875,Premium Seating Solutions Inc.,Jeff Johnson,Batu Pahat,Tables,3.8
SPL-28876,Wood Master Creations Inc.,Michael Lee,Muar,Chairs,4.0
SPL-28877,Outdoor Living Designs Inc.,Emma Williams,Kulai,Sofas,5.0
SPL-28878,Space Savers Furniture LLC,Jeff Smith,Muar,Sofas,3.1
SPL-28879,Premium Seating Solutions Sdn Bhd,John Garcia,Johor Baharu,Desks,3.0
SPL-28880,Office Pro Furnishings Inc.,Jane Smith,Johor Baharu,Recliners,4.2
SPL-28881,Premium Seating Solutions Ltd.,Maria Johnson,Kulai,Bar Stools,3.1
SPL-28882,Comfort Craft Furniture Ltd.,Jeff Alice,Johor Baharu,Dining Sets,4.0
SPL-28883,Comfort Craft Furniture Corp.,John Smith,Batu Pahat,Chairs,3.7
SPL-28884,Plastic Contemporary Style Co. LLC,Emma Johnson,Kulai,Chairs,4.5
SPL-28885,Outdoor Living Designs Corp.,Emma Smith,Johor Baharu,Sofas,2.5
SPL-28886,Office Pro Furnishings Corp.,Robert Brown,Muar,Outdoor Furniture,3.4
SPL-28887,Office Pro Furnishings Inc.,Jane Williams,Kuala Lumpur,Wardrobes,4.9
SPL-28888,Modern Home Furnishings LLC,Michael Brown,Kulai,Shelving,4.4
SPL-28889,Leather Heritage Furniture Makers Co.,Emma Alice,Kulai,Shelving,4.4
SPL-28890,Elegant Living Designs Inc.,John Johnson,Johor Baharu,Dining Sets,2.6
SPL-28891,Classic Comfort Interiors Co.,Maria Garcia,Johor Baharu,Bookcases,3.9
SPL-28892,Premium Seating Solutions Inc.,Robert Williams,Kulai,Benches,2.6
SPL-28893,Outdoor Living Designs LLC,John Lee,Kuala Lumpur,Outdoor Furniture,2.8
SPL-28894,Contemporary Style Co. LLC,Jane Jones,Kulai,Cabinets,3.7
SPL-28895,Table Masters Inc. Ltd.,Jeff Garcia,Kuala Lumpur,Recliners,4.2
SPL-28896,Artisan Woodworks Ltd.,Jane Jones,Kuala Lumpur,Chairs,3.0
SPL-28897,Wood Master Creations LLC,Jeff Williams,Kulai,Chairs,4.6
SPL-28898,Classic Comfort Interiors LLC,Sarah Alice,Kulai,Tables,4.4
SPL-28899,Outdoor Living Designs Inc.,Emma Garcia,Johor Baharu,Shelving,3.5
SPL-28900,Leather Space Savers Furniture Sdn Bhd,Jeff Alice,Batu Pahat,Office Furniture,3.2
SPL-28901,Rattan Classic Comfort Interiors Co.,Emma Alice,Kuala Lumpur,Bar Stools,4.4
SPL-28902,Modern Home Furnishings Ltd.,Jeff Johnson,Batu Pahat,Tables,4.2
SPL-28903,Bedroom Bliss Creations Inc.,Robert Johnson,Batu Pahat,Shelving,3.6
SPL-28904,Metal Modern Home Furnishings LLC,Emma Garcia,Muar,Beds,4.5
SPL-28905,Metal Comfort Craft Furniture Co.,Emma Brown,Muar,Outdoor Furniture,3.1
SPL-28906,Artisan Woodworks Co.,Jeff Johnson,Batu Pahat,Beds,2.7
SPL-28907,Classic Comfort Interiors Inc.,Emma Garcia,Kulai,Desks,2.9
SPL-28908,Premium Seating Solutions Inc.,Robert Williams,Kuala Lumpur,Wardrobes,4.4
SPL-28909,Metal Artisan Woodworks Co.,Sarah Brown,Johor Baharu,Sofas,4.5
SPL-28910,Contemporary Style Co. Corp.,Emma Alice,Kuala Lumpur,Outdoor Furniture,2.9
SPL-28911,Table Masters Inc. Ltd.,Maria Johnson,Johor Baharu,Tables,3.7
SPL-28912,Artisan Woodworks Co.,Emma Smith,Kuala Lumpur,Chairs,3.2
SPL-28913,Classic Comfort Interiors Inc.,Jeff Jones,Muar,Tables,4.6
SPL-28914,Rattan Classic Comfort Interiors Inc.,Emma Lee,Batu Pahat,Benches,3.4
SPL-28915,Outdoor Living Designs Co.,Sarah Jones,Kuala Lumpur,Recliners,4.1
SPL-28916,Modern Home Furnishings Sdn Bhd,Michael Johnson,Kuala Lumpur,Benches,4.6
SPL-28917,Heritage Furniture Makers Co.,Sarah Brown,Kulai,Recliners,2.7
SPL-28918,Fabric Bedroom Bliss Creations Ltd.,Sarah Garcia,Kulai,Shelving,3.3
SPL-28919,Glass Heritage Furniture Makers Inc.,Michael Brown,Kuala Lumpur,Desks,3.0
SPL-28920,Premium Seating Solutions Co.,Michael Lee,Batu Pahat,Sofas,3.7
SPL-28921,Heritage Furniture Makers Ltd.,John Jones,Kuala Lumpur,Dining Sets,2.6
SPL-28922,Classic Comfort Interiors LLC,Jeff Brown,Kulai,Desks,3.0
SPL-28923,Bedroom Bliss Creations Inc.,Sarah Smith,Kulai,Desks,4.7
SPL-28924,Metal Artisan Woodworks Corp.,Emma Alice,Muar,Wardrobes,3.1
SPL-28925,Classic Comfort Interiors Corp.,John Garcia,Muar,Outdoor Furniture,4.9
SPL-28926,Classic Comfort Interiors Corp.,Robert Johnson,Batu Pahat,Wardrobes,2.6
SPL-28927,Leather Premium Seating Solutions Sdn Bhd,Michael Jones,Johor Baharu,Benches,4.3
SPL-28928,Outdoor Living Designs Inc.,Michael Brown,Kuala Lumpur,Benches,5.0
SPL-28929,Rattan Artisan Woodworks Co.,Jeff Alice,Kuala Lumpur,Bar Stools,3.2
SPL-28930,Plastic Comfort Craft Furniture Corp.,Michael Alice,Muar,Office Furniture,2.8
SPL-28931,Glass Table Masters Inc. Inc.,John Smith,Muar,Bookcases,4.8
SPL-28932,Modern Home Furnishings Ltd.,John Johnson,Batu Pahat,Desks,3.2
SPL-28933,Office Pro Furnishings Sdn Bhd,Sarah Alice,Kulai,Bookcases,2.9
SPL-28934,Luxury Living Spaces Co.,Sarah Alice,Kuala Lumpur,Sofas,4.7
SPL-28935,Metal Wood Master Creations Ltd.,Sarah Alice,Johor Baharu,Chairs,3.9
SPL-28936,Elegant Living Designs Corp.,Robert Smith,Johor Baharu,Recliners,2.5
SPL-28937,Space Savers Furniture Ltd.,Jane Alice,Kuala Lumpur,Beds,2.6
SPL-28938,Contemporary Style Co. Co.,Robert Johnson,Kuala Lumpur,Outdoor Furniture,3.7
SPL-28939,Comfort Craft Furniture Ltd.,John Lee,Johor Baharu,Shelving,3.9
SPL-28940,Metal Outdoor Living Designs Sdn Bhd,Jane Williams,Kuala Lumpur,Shelving,3.8
SPL-28941,Wood Master Creations LLC,John Alice,Kuala Lumpur,Benches,3.6
SPL-28942,Office Pro Furnishings Sdn Bhd,Jeff Jones,Kuala Lumpur,Beds,4.1
SPL-28943,Plastic Outdoor Living Designs Sdn Bhd,Jane Jones,Muar,Wardrobes,3.1
SPL-28944,Wood Master Creations Sdn Bhd,Robert Johnson,Kulai,Wardrobes,4.1
SPL-28945,Modern Home Furnishings Ltd.,John Williams,Muar,Wardrobes,4.9
SPL-28946,Glass Comfort Craft Furniture Inc.,Robert Smith,Kulai,Shelving,3.5
SPL-28947,Outdoor Living Designs Sdn Bhd,Jane Smith,Kulai,Cabinets,2.9
SPL-28948,Fabric Artisan Woodworks Ltd.,Robert Jones,Johor Baharu,Outdoor Furniture,3.5
SPL-28949,Luxury Living Spaces Sdn Bhd,Robert Lee,Kuala Lumpur,Bookcases,4.0
SPL-28950,Comfort Craft Furniture Inc.,Maria Williams,Muar,Tables,2.8
SPL-28951,Fabric Premium Seating Solutions Corp.,Jeff Smith,Batu Pahat,Chairs,3.3
SPL-28952,Comfort Craft Furniture LLC,Emma Brown,Muar,Benches,3.7
SPL-28953,Bedroom Bliss Creations Sdn Bhd,Jane Williams,Johor Baharu,Tables,4.9
SPL-28954,Luxury Living Spaces Co.,Maria Jones,Johor Baharu,Outdoor Furniture,5.0
SPL-28955,Office Pro Furnishings LLC,Jeff Garcia,Kulai,Tables,3.7
SPL-28956,Elegant Living Designs Sdn Bhd,Jeff Garcia,Kulai,Recliners,3.0
SPL-28957,Glass Outdoor Living Designs Sdn Bhd,Michael Lee,Kuala Lumpur,Shelving,3.2
SPL-28958,Classic Comfort Interiors LLC,John Smith,Muar,Recliners,3.6
SPL-28959,Outdoor Living Designs Ltd.,Robert Garcia,Muar,Bar Stools,3.5
SPL-28960,Space Savers Furniture Corp.,John Lee,Kulai,Outdoor Furniture,2.5
SPL-28961,Premium Seating Solutions Sdn Bhd,Emma Smith,Muar,Outdoor Furniture,3.5
SPL-28962,Space Savers Furniture Inc.,John Jones,Kuala Lumpur,Office Furniture,2.6
SPL-28963,Leather Comfort Craft Furniture Co.,Robert Jones,Johor Baharu,Desks,2.8
SPL-28964,Table Masters Inc. Ltd.,Emma Brown,Muar,Bar Stools,2.8
SPL-28965,Comfort Craft Furniture Sdn Bhd,Jeff Lee,Batu Pahat,Bar Stools,3.6
SPL-28966,Outdoor Living Designs LLC,Emma Williams,Kulai,Tables,3.3
SPL-28967,Space Savers Furniture Inc.,Maria Lee,Kulai,Bookcases,4.6
SPL-28968,Metal Artisan Woodworks LLC,Jane Garcia,Kulai,Benches,4.3
SPL-28969,Bedroom Bliss Creations Corp.,Maria Williams,Kulai,Cabinets,2.8
SPL-28970,Elegant Living Designs Co.,Maria Alice,Kuala Lumpur,Tables,2.6
SPL-28971,Fabric Comfort Craft Furniture LLC,Sarah Williams,Kulai,Chairs,3.6
SPL-28972,Modern Home Furnishings Ltd.,Robert Smith,Johor Baharu,Cabinets,4.3
SPL-28973,Leather Contemporary Style Co. Ltd.,John Lee,Kuala Lumpur,Office Furniture,4.5
SPL-28974,Fabric Elegant Living Designs LLC,Emma Johnson,Kulai,Recliners,3.4
SPL-28975,Modern Home Furnishings Sdn Bhd,Jane Brown,Batu Pahat,Chairs,4.3
SPL-28976,Wood Master Creations Inc.,Maria Johnson,Batu Pahat,Shelving,3.6
SPL-28977,Bedroom Bliss Creations Sdn Bhd,Emma Williams,Muar,Desks,4.3
SPL-28978,Heritage Furniture Makers LLC,Maria Williams,Batu Pahat,Shelving,4.1
SPL-28979,Leather Contemporary Style Co. Sdn Bhd,Sarah Smith,Kuala Lumpur,Recliners,3.9
SPL-28980,Table Masters Inc. Inc.,Robert Jones,Batu Pahat,Sofas,4.3
SPL-28981,Luxury Living Spaces LLC,Michael Smith,Muar,Dining Sets,4.5
SPL-28982,Glass Comfort Craft Furniture Inc.,Sarah Lee,Muar,Cabinets,4.4
SPL-28983,Space Savers Furniture Corp.,Jane Garcia,Kuala Lumpur,Dining Sets,3.0
SPL-28984,Table Masters Inc. Sdn Bhd,Robert Jones,Muar,Cabinets,3.4
SPL-28985,Classic Comfort Interiors Sdn Bhd,Robert Alice,Kuala Lumpur,Office Furniture,4.0
SPL-28986,Fabric Wood Master Creations Corp.,Jeff Smith,Batu Pahat,Beds,4.5
SPL-28987,Table Masters Inc. LLC,Jane Smith,Batu Pahat,Shelving,4.9
