SKU,ItemName,Category,Material,Color,WarehouseLocation,Quantity,Supplier,LastUpdated,Description
BED-F-BGE-0009,Elegant Beige Fabric Bed,Bed,Fabric,Beige,A5-R4,185,FurniWorld,23/01/2025,"Elegant Beige Fabric Bed - Fabric Beige design, sourced from FurniWorld."
BSF-R-WHT-0010,Vintage Rattan Bookshelf,Bookshelf,Rattan,White,C1-R3,259,EverWood,08/09/2025,"Vintage Rattan Bookshelf - Rattan White design, sourced from EverWood."
BSF-C-WHT-0009,Modern Composite Bookshelf,Bookshelf,Composite,White,A3-R1,459,ComfortLine,30/10/2025,"Modern Composite Bookshelf - Composite White design, sourced from ComfortLine."
CHR-G-OAK-0005,Deluxe Oak Glass Chair,Chair,Glass,Oak,D5-R1,199,Nova Supplies,26/05/2025,"Deluxe Oak Glass Chair - Glass Oak design, sourced from Nova Supplies."
SOF-F-OAK-0005,Elegant Oak Fabric Sofa,Sofa,Fabric,Oak,A3-R3,432,Urban Living,27/05/2025,"Elegant Oak Fabric Sofa - Fabric Oak design, sourced from Urban Living."
CAB-L-BRN-0011,Cozy Leather Cabinet,Cabinet,Leather,Brown,C2-R1,316,Nova Supplies,08/11/2025,"Cozy Leather Cabinet - Leather Brown design, sourced from Nova Supplies."
CHR-R-WHT-0005,Deluxe White Rattan Chair,Chair,Rattan,White,A5-R2,214,Classic Interiors,07/07/2025,"Deluxe White Rattan Chair - Rattan White design, sourced from Classic Interiors."
DSK-F-GRY-0009,Modern Fabric Desk,Desk,Fabric,Grey,C5-R4,322,Nova Supplies,15/06/2025,"Modern Fabric Desk - Fabric Grey design, sourced from Nova Supplies."
STL-C-GRN-0007,Modern Green Composite Stool,Stool,Composite,Green,B2-R1,78,Homedecor Co.,22/08/2025,"Modern Green Composite Stool - Composite Green design, sourced from Homedecor Co.."
SOF-P-BLK-0009,Compact Black Plastic Sofa,Sofa,Plastic,Black,D5-R3,410,Urban Living,02/11/2025,"Compact Black Plastic Sofa - Plastic Black design, sourced from Urban Living."
BED-W-BGE-0004,Stylish Beige Wood Bed,Bed,Wood,Beige,C5-R2,217,ComfortLine,19/06/2025,"Stylish Beige Wood Bed - Wood Beige design, sourced from ComfortLine."
CAB-F-WHT-0012,Minimal Fabric Cabinet,Cabinet,Fabric,White,D1-R3,283,Homedecor Co.,27/02/2025,"Minimal Fabric Cabinet - Fabric White design, sourced from Homedecor Co.."
BED-L-RED-0010,Deluxe Red Leather Bed,Bed,Leather,Red,D5-R3,221,Classic Interiors,24/10/2025,"Deluxe Red Leather Bed - Leather Red design, sourced from Classic Interiors."
CNS-P-BLU-0010,Stylish Plastic Console,Console,Plastic,Blue,C5-R2,387,EverWood,12/08/2025,"Stylish Plastic Console - Plastic Blue design, sourced from EverWood."
BNH-P-RED-0008,Elegant Red Plastic Bench,Bench,Plastic,Red,D5-R2,434,EverWood,11/12/2024,"Elegant Red Plastic Bench - Plastic Red design, sourced from EverWood."
CAB-W-RED-0005,Deluxe Wood Cabinet,Cabinet,Wood,Red,D1-R4,62,EverWood,10/06/2025,"Deluxe Wood Cabinet - Wood Red design, sourced from EverWood."
BNH-G-OAK-0006,Premium Oak Glass Bench,Bench,Glass,Oak,D2-R1,434,Global Furnish,07/06/2025,"Premium Oak Glass Bench - Glass Oak design, sourced from Global Furnish."
BSF-G-GRN-0007,Cozy Glass Bookshelf,Bookshelf,Glass,Green,A4-R4,125,ComfortLine,14/09/2025,"Cozy Glass Bookshelf - Glass Green design, sourced from ComfortLine."
DSK-M-OAK-0005,Elegant Metal Desk,Desk,Metal,Oak,C5-R4,257,Classic Interiors,19/12/2024,"Elegant Metal Desk - Metal Oak design, sourced from Classic Interiors."
CHR-C-GRY-0010,Elegant Grey Composite Chair,Chair,Composite,Grey,B1-R3,412,ComfortLine,30/04/2025,"Elegant Grey Composite Chair - Composite Grey design, sourced from ComfortLine."
BSF-G-OAK-0007,Minimal Glass Bookshelf,Bookshelf,Glass,Oak,B5-R2,65,ComfortLine,06/06/2025,"Minimal Glass Bookshelf - Glass Oak design, sourced from ComfortLine."
BNH-R-BLU-0009,Deluxe Blue Rattan Bench,Bench,Rattan,Blue,C1-R4,321,Global Furnish,13/12/2024,"Deluxe Blue Rattan Bench - Rattan Blue design, sourced from Global Furnish."
SOF-M-RED-0007,Classic Red Metal Sofa,Sofa,Metal,Red,A5-R4,329,FurniWorld,09/06/2025,"Classic Red Metal Sofa - Metal Red design, sourced from FurniWorld."
BED-P-BLU-0010,Premium Blue Plastic Bed,Bed,Plastic,Blue,D4-R1,150,Nova Supplies,29/07/2025,"Premium Blue Plastic Bed - Plastic Blue design, sourced from Nova Supplies."
STL-F-GRY-0008,Elegant Grey Fabric Stool,Stool,Fabric,Grey,B3-R4,156,Nova Supplies,07/07/2025,"Elegant Grey Fabric Stool - Fabric Grey design, sourced from Nova Supplies."
BED-G-BLU-0009,Stylish Blue Glass Bed,Bed,Glass,Blue,D2-R2,414,Urban Living,03/09/2025,"Stylish Blue Glass Bed - Glass Blue design, sourced from Urban Living."
STL-P-BRN-0005,Cozy Brown Plastic Stool,Stool,Plastic,Brown,C2-R4,155,Urban Living,04/12/2024,"Cozy Brown Plastic Stool - Plastic Brown design, sourced from Urban Living."
SOF-M-NAT-0005,Minimal Natural Metal Sofa,Sofa,Metal,Natural,A1-R1,57,Classic Interiors,13/07/2025,"Minimal Natural Metal Sofa - Metal Natural design, sourced from Classic Interiors."
WRD-C-BLU-0011,Modern Composite Wardrobe,Wardrobe,Composite,Blue,D5-R3,39,Nova Supplies,30/11/2024,"Modern Composite Wardrobe - Composite Blue design, sourced from Nova Supplies."
DRS-C-RED-0016,Modern Composite Dresser,Dresser,Composite,Red,B5-R4,448,FurniWorld,12/09/2025,"Modern Composite Dresser - Composite Red design, sourced from FurniWorld."
TAB-G-BGE-0004,Modern Glass Table,Table,Glass,Beige,C3-R1,428,Urban Living,24/07/2025,"Modern Glass Table - Glass Beige design, sourced from Urban Living."
TAB-G-GRY-0010,Vintage Glass Table,Table,Glass,Grey,B4-R3,82,FurniWorld,13/09/2025,"Vintage Glass Table - Glass Grey design, sourced from FurniWorld."
DSK-C-BLU-0009,Premium Composite Desk,Desk,Composite,Blue,A2-R1,295,FurniWorld,01/05/2025,"Premium Composite Desk - Composite Blue design, sourced from FurniWorld."
BED-C-BRN-0013,Classic Brown Composite Bed,Bed,Composite,Brown,C2-R4,454,ComfortLine,03/01/2025,"Classic Brown Composite Bed - Composite Brown design, sourced from ComfortLine."
CHR-W-BRN-0009,Modern Brown Wood Chair,Chair,Wood,Brown,A2-R1,335,FurniWorld,09/10/2025,"Modern Brown Wood Chair - Wood Brown design, sourced from FurniWorld."
SOF-R-OAK-0007,Compact Oak Rattan Sofa,Sofa,Rattan,Oak,A1-R2,18,Urban Living,19/03/2025,"Compact Oak Rattan Sofa - Rattan Oak design, sourced from Urban Living."
DRS-M-WHT-0010,Classic Metal Dresser,Dresser,Metal,White,C3-R1,171,EverWood,24/01/2025,"Classic Metal Dresser - Metal White design, sourced from EverWood."
CAB-F-GRN-0013,Stylish Fabric Cabinet,Cabinet,Fabric,Green,B2-R1,283,Homedecor Co.,20/12/2024,"Stylish Fabric Cabinet - Fabric Green design, sourced from Homedecor Co.."
STL-F-BLU-0008,Compact Blue Fabric Stool,Stool,Fabric,Blue,B1-R2,446,EverWood,27/03/2025,"Compact Blue Fabric Stool - Fabric Blue design, sourced from EverWood."
BSF-M-BLK-0008,Modern Metal Bookshelf,Bookshelf,Metal,Black,B5-R4,126,FurniWorld,09/10/2025,"Modern Metal Bookshelf - Metal Black design, sourced from FurniWorld."
DRS-G-GRY-0007,Vintage Glass Dresser,Dresser,Glass,Grey,D2-R1,442,ComfortLine,30/09/2025,"Vintage Glass Dresser - Glass Grey design, sourced from ComfortLine."
CAB-W-OAK-0006,Elegant Wood Cabinet,Cabinet,Wood,Oak,C4-R4,369,Global Furnish,02/09/2025,"Elegant Wood Cabinet - Wood Oak design, sourced from Global Furnish."
BNH-M-RED-0007,Stylish Red Metal Bench,Bench,Metal,Red,B4-R1,374,EverWood,13/09/2025,"Stylish Red Metal Bench - Metal Red design, sourced from EverWood."
CAB-M-BGE-0007,Compact Metal Cabinet,Cabinet,Metal,Beige,D2-R1,446,FurniWorld,12/04/2025,"Compact Metal Cabinet - Metal Beige design, sourced from FurniWorld."
DRS-R-WHT-0007,Minimal Rattan Dresser,Dresser,Rattan,White,D5-R1,426,Nova Supplies,03/06/2025,"Minimal Rattan Dresser - Rattan White design, sourced from Nova Supplies."
SOF-G-BGE-0012,Deluxe Beige Glass Sofa,Sofa,Glass,Beige,D1-R1,132,Classic Interiors,28/01/2025,"Deluxe Beige Glass Sofa - Glass Beige design, sourced from Classic Interiors."
BNH-R-GRN-0012,Premium Green Rattan Bench,Bench,Rattan,Green,A5-R2,407,ComfortLine,19/08/2025,"Premium Green Rattan Bench - Rattan Green design, sourced from ComfortLine."
WRD-R-BRN-0004,Vintage Rattan Wardrobe,Wardrobe,Rattan,Brown,C5-R3,467,Urban Living,06/08/2025,"Vintage Rattan Wardrobe - Rattan Brown design, sourced from Urban Living."
CAB-G-BRN-0010,Deluxe Glass Cabinet,Cabinet,Glass,Brown,A1-R4,372,Global Furnish,24/08/2025,"Deluxe Glass Cabinet - Glass Brown design, sourced from Global Furnish."
TAB-L-RED-0012,Modern Leather Table,Table,Leather,Red,B5-R3,325,EverWood,10/09/2025,"Modern Leather Table - Leather Red design, sourced from EverWood."
TAB-C-GRN-0013,Minimal Composite Table,Table,Composite,Green,C1-R2,409,Global Furnish,03/05/2025,"Minimal Composite Table - Composite Green design, sourced from Global Furnish."
BED-L-BRN-0009,Cozy Brown Leather Bed,Bed,Leather,Brown,D5-R4,279,EverWood,27/04/2025,"Cozy Brown Leather Bed - Leather Brown design, sourced from EverWood."
CHR-P-NAT-0008,Elegant Natural Plastic Chair,Chair,Plastic,Natural,B2-R4,121,Nova Supplies,09/07/2025,"Elegant Natural Plastic Chair - Plastic Natural design, sourced from Nova Supplies."
CNS-L-RED-0008,Elegant Leather Console,Console,Leather,Red,C2-R1,377,Nova Supplies,01/08/2025,"Elegant Leather Console - Leather Red design, sourced from Nova Supplies."
BNH-G-WHT-0010,Premium White Glass Bench,Bench,Glass,White,C3-R4,354,Classic Interiors,22/03/2025,"Premium White Glass Bench - Glass White design, sourced from Classic Interiors."
DRS-M-BLK-0014,Elegant Metal Dresser,Dresser,Metal,Black,C2-R2,80,Global Furnish,08/05/2025,"Elegant Metal Dresser - Metal Black design, sourced from Global Furnish."
STL-C-RED-0008,Modern Red Composite Stool,Stool,Composite,Red,B3-R1,48,FurniWorld,08/10/2025,"Modern Red Composite Stool - Composite Red design, sourced from FurniWorld."
DRS-G-BLK-0006,Cozy Glass Dresser,Dresser,Glass,Black,B3-R3,341,Classic Interiors,07/05/2025,"Cozy Glass Dresser - Glass Black design, sourced from Classic Interiors."
STL-M-BLU-0009,Elegant Blue Metal Stool,Stool,Metal,Blue,B5-R2,426,Urban Living,07/09/2025,"Elegant Blue Metal Stool - Metal Blue design, sourced from Urban Living."
DSK-W-BRN-0012,Stylish Wood Desk,Desk,Wood,Brown,D4-R3,158,Global Furnish,20/07/2025,"Stylish Wood Desk - Wood Brown design, sourced from Global Furnish."
STL-C-BGE-0013,Cozy Beige Composite Stool,Stool,Composite,Beige,A3-R1,234,FurniWorld,14/07/2025,"Cozy Beige Composite Stool - Composite Beige design, sourced from FurniWorld."
DSK-M-BRN-0006,Minimal Metal Desk,Desk,Metal,Brown,D4-R3,42,Homedecor Co.,14/05/2025,"Minimal Metal Desk - Metal Brown design, sourced from Homedecor Co.."
CAB-F-BRN-0006,Stylish Fabric Cabinet,Cabinet,Fabric,Brown,B1-R1,369,ComfortLine,23/07/2025,"Stylish Fabric Cabinet - Fabric Brown design, sourced from ComfortLine."
BNH-P-OAK-0010,Compact Oak Plastic Bench,Bench,Plastic,Oak,B2-R2,438,FurniWorld,03/04/2025,"Compact Oak Plastic Bench - Plastic Oak design, sourced from FurniWorld."
TAB-F-RED-0009,Vintage Fabric Table,Table,Fabric,Red,D5-R3,72,EverWood,06/12/2024,"Vintage Fabric Table - Fabric Red design, sourced from EverWood."
STL-C-BGE-0014,Deluxe Beige Composite Stool,Stool,Composite,Beige,A5-R4,341,ComfortLine,08/03/2025,"Deluxe Beige Composite Stool - Composite Beige design, sourced from ComfortLine."
DSK-W-BRN-0013,Compact Wood Desk,Desk,Wood,Brown,C3-R3,336,ComfortLine,31/08/2025,"Compact Wood Desk - Wood Brown design, sourced from ComfortLine."
SOF-C-BRN-0011,Classic Brown Composite Sofa,Sofa,Composite,Brown,C3-R2,192,FurniWorld,24/11/2024,"Classic Brown Composite Sofa - Composite Brown design, sourced from FurniWorld."
WRD-F-BGE-0006,Premium Fabric Wardrobe,Wardrobe,Fabric,Beige,C3-R3,265,Nova Supplies,24/01/2025,"Premium Fabric Wardrobe - Fabric Beige design, sourced from Nova Supplies."
CAB-R-BLK-0006,Stylish Rattan Cabinet,Cabinet,Rattan,Black,B5-R1,420,Classic Interiors,27/07/2025,"Stylish Rattan Cabinet - Rattan Black design, sourced from Classic Interiors."
TAB-W-BLK-0008,Premium Wood Table,Table,Wood,Black,C3-R1,387,Nova Supplies,03/06/2025,"Premium Wood Table - Wood Black design, sourced from Nova Supplies."
SOF-F-BLU-0006,Elegant Blue Fabric Sofa,Sofa,Fabric,Blue,A4-R1,265,Homedecor Co.,22/04/2025,"Elegant Blue Fabric Sofa - Fabric Blue design, sourced from Homedecor Co.."
CNS-L-GRY-0007,Stylish Leather Console,Console,Leather,Grey,B3-R4,86,Classic Interiors,24/11/2024,"Stylish Leather Console - Leather Grey design, sourced from Classic Interiors."
DSK-W-BGE-0011,Premium Wood Desk,Desk,Wood,Beige,B1-R2,74,FurniWorld,05/04/2025,"Premium Wood Desk - Wood Beige design, sourced from FurniWorld."
DSK-P-BLK-0006,Compact Plastic Desk,Desk,Plastic,Black,A2-R4,428,ComfortLine,09/07/2025,"Compact Plastic Desk - Plastic Black design, sourced from ComfortLine."
BNH-C-BLK-0010,Deluxe Black Composite Bench,Bench,Composite,Black,D2-R2,148,Nova Supplies,24/06/2025,"Deluxe Black Composite Bench - Composite Black design, sourced from Nova Supplies."
CAB-M-RED-0011,Classic Metal Cabinet,Cabinet,Metal,Red,C5-R4,330,Global Furnish,21/05/2025,"Classic Metal Cabinet - Metal Red design, sourced from Global Furnish."
WRD-C-GRN-0010,Cozy Composite Wardrobe,Wardrobe,Composite,Green,B5-R2,62,Global Furnish,08/04/2025,"Cozy Composite Wardrobe - Composite Green design, sourced from Global Furnish."
CNS-G-BLK-0011,Minimal Glass Console,Console,Glass,Black,B2-R3,49,EverWood,07/07/2025,"Minimal Glass Console - Glass Black design, sourced from EverWood."
BED-F-BRN-0013,Compact Brown Fabric Bed,Bed,Fabric,Brown,B3-R4,361,EverWood,01/08/2025,"Compact Brown Fabric Bed - Fabric Brown design, sourced from EverWood."
SOF-G-GRN-0005,Premium Green Glass Sofa,Sofa,Glass,Green,C5-R4,352,EverWood,17/04/2025,"Premium Green Glass Sofa - Glass Green design, sourced from EverWood."
SOF-C-RED-0011,Elegant Red Composite Sofa,Sofa,Composite,Red,C1-R4,11,ComfortLine,28/04/2025,"Elegant Red Composite Sofa - Composite Red design, sourced from ComfortLine."
BSF-P-RED-0006,Stylish Plastic Bookshelf,Bookshelf,Plastic,Red,D4-R2,328,Nova Supplies,31/10/2025,"Stylish Plastic Bookshelf - Plastic Red design, sourced from Nova Supplies."
STL-G-WHT-0008,Stylish White Glass Stool,Stool,Glass,White,A3-R3,485,Homedecor Co.,08/04/2025,"Stylish White Glass Stool - Glass White design, sourced from Homedecor Co.."
STL-P-BRN-0006,Premium Brown Plastic Stool,Stool,Plastic,Brown,B2-R3,69,EverWood,02/07/2025,"Premium Brown Plastic Stool - Plastic Brown design, sourced from EverWood."
DRS-R-BLK-0006,Deluxe Rattan Dresser,Dresser,Rattan,Black,A3-R1,92,Global Furnish,02/11/2025,"Deluxe Rattan Dresser - Rattan Black design, sourced from Global Furnish."
WRD-R-GRY-0007,Vintage Rattan Wardrobe,Wardrobe,Rattan,Grey,C4-R4,266,Global Furnish,19/02/2025,"Vintage Rattan Wardrobe - Rattan Grey design, sourced from Global Furnish."
BED-G-NAT-0008,Stylish Natural Glass Bed,Bed,Glass,Natural,A2-R3,3,Homedecor Co.,06/10/2025,"Stylish Natural Glass Bed - Glass Natural design, sourced from Homedecor Co.."
STL-F-RED-0008,Minimal Red Fabric Stool,Stool,Fabric,Red,D1-R3,54,EverWood,21/12/2024,"Minimal Red Fabric Stool - Fabric Red design, sourced from EverWood."
BED-W-NAT-0014,Compact Natural Wood Bed,Bed,Wood,Natural,D4-R3,323,Urban Living,10/03/2025,"Compact Natural Wood Bed - Wood Natural design, sourced from Urban Living."
TAB-W-BGE-0009,Vintage Wood Table,Table,Wood,Beige,D4-R2,413,Classic Interiors,27/01/2025,"Vintage Wood Table - Wood Beige design, sourced from Classic Interiors."
TAB-C-NAT-0011,Elegant Composite Table,Table,Composite,Natural,A4-R1,211,Nova Supplies,08/11/2025,"Elegant Composite Table - Composite Natural design, sourced from Nova Supplies."
TAB-W-GRN-0014,Premium Wood Table,Table,Wood,Green,C5-R3,215,Homedecor Co.,18/09/2025,"Premium Wood Table - Wood Green design, sourced from Homedecor Co.."
STL-L-BGE-0007,Stylish Beige Leather Stool,Stool,Leather,Beige,C5-R1,350,Nova Supplies,06/09/2025,"Stylish Beige Leather Stool - Leather Beige design, sourced from Nova Supplies."
CHR-P-WHT-0010,Deluxe White Plastic Chair,Chair,Plastic,White,D5-R1,400,FurniWorld,23/05/2025,"Deluxe White Plastic Chair - Plastic White design, sourced from FurniWorld."
CHR-M-WHT-0016,Minimal White Metal Chair,Chair,Metal,White,A4-R2,464,EverWood,31/03/2025,"Minimal White Metal Chair - Metal White design, sourced from EverWood."
DSK-W-GRN-0010,Cozy Wood Desk,Desk,Wood,Green,B2-R2,39,Classic Interiors,28/09/2025,"Cozy Wood Desk - Wood Green design, sourced from Classic Interiors."
BNH-C-OAK-0011,Vintage Oak Composite Bench,Bench,Composite,Oak,B3-R4,59,Classic Interiors,27/05/2025,"Vintage Oak Composite Bench - Composite Oak design, sourced from Classic Interiors."
CHR-C-BLU-0010,Elegant Blue Composite Chair,Chair,Composite,Blue,C2-R1,175,Classic Interiors,03/03/2025,"Elegant Blue Composite Chair - Composite Blue design, sourced from Classic Interiors."
BSF-G-BLK-0009,Modern Glass Bookshelf,Bookshelf,Glass,Black,D2-R3,449,Urban Living,29/05/2025,"Modern Glass Bookshelf - Glass Black design, sourced from Urban Living."
BSF-P-BRN-0005,Modern Plastic Bookshelf,Bookshelf,Plastic,Brown,C3-R2,109,FurniWorld,21/03/2025,"Modern Plastic Bookshelf - Plastic Brown design, sourced from FurniWorld."
CHR-C-BLK-0011,Premium Black Composite Chair,Chair,Composite,Black,B4-R1,273,Classic Interiors,12/04/2025,"Premium Black Composite Chair - Composite Black design, sourced from Classic Interiors."
CHR-W-GRY-0010,Deluxe Grey Wood Chair,Chair,Wood,Grey,A4-R4,119,Nova Supplies,28/10/2025,"Deluxe Grey Wood Chair - Wood Grey design, sourced from Nova Supplies."
BED-M-OAK-0015,Stylish Oak Metal Bed,Bed,Metal,Oak,A1-R2,365,ComfortLine,03/06/2025,"Stylish Oak Metal Bed - Metal Oak design, sourced from ComfortLine."
BNH-P-BGE-0004,Cozy Beige Plastic Bench,Bench,Plastic,Beige,C1-R2,228,Global Furnish,14/12/2024,"Cozy Beige Plastic Bench - Plastic Beige design, sourced from Global Furnish."
CNS-R-BLU-0013,Premium Rattan Console,Console,Rattan,Blue,B5-R3,362,Global Furnish,07/02/2025,"Premium Rattan Console - Rattan Blue design, sourced from Global Furnish."
CHR-W-BGE-0007,Cozy Beige Wood Chair,Chair,Wood,Beige,B2-R4,314,Urban Living,16/09/2025,"Cozy Beige Wood Chair - Wood Beige design, sourced from Urban Living."
CHR-G-BRN-0006,Minimal Brown Glass Chair,Chair,Glass,Brown,D3-R2,480,ComfortLine,13/03/2025,"Minimal Brown Glass Chair - Glass Brown design, sourced from ComfortLine."
CAB-L-BRN-0012,Classic Leather Cabinet,Cabinet,Leather,Brown,B2-R4,393,FurniWorld,19/05/2025,"Classic Leather Cabinet - Leather Brown design, sourced from FurniWorld."
TAB-M-OAK-0010,Stylish Metal Table,Table,Metal,Oak,C2-R4,27,EverWood,28/05/2025,"Stylish Metal Table - Metal Oak design, sourced from EverWood."
CNS-P-NAT-0013,Vintage Plastic Console,Console,Plastic,Natural,C4-R3,353,Classic Interiors,03/02/2025,"Vintage Plastic Console - Plastic Natural design, sourced from Classic Interiors."
DRS-R-OAK-0013,Cozy Rattan Dresser,Dresser,Rattan,Oak,D1-R3,40,Classic Interiors,05/06/2025,"Cozy Rattan Dresser - Rattan Oak design, sourced from Classic Interiors."
TAB-F-BRN-0012,Compact Fabric Table,Table,Fabric,Brown,D2-R3,427,Classic Interiors,28/06/2025,"Compact Fabric Table - Fabric Brown design, sourced from Classic Interiors."
TAB-L-BLU-0006,Premium Leather Table,Table,Leather,Blue,C5-R3,423,Urban Living,01/01/2025,"Premium Leather Table - Leather Blue design, sourced from Urban Living."
CNS-C-BLU-0008,Stylish Composite Console,Console,Composite,Blue,C2-R3,215,Urban Living,09/11/2024,"Stylish Composite Console - Composite Blue design, sourced from Urban Living."
SOF-P-GRN-0010,Classic Green Plastic Sofa,Sofa,Plastic,Green,B3-R3,456,Classic Interiors,23/07/2025,"Classic Green Plastic Sofa - Plastic Green design, sourced from Classic Interiors."
BSF-C-GRN-0008,Cozy Composite Bookshelf,Bookshelf,Composite,Green,B4-R1,159,FurniWorld,23/10/2025,"Cozy Composite Bookshelf - Composite Green design, sourced from FurniWorld."
CNS-R-GRY-0004,Vintage Rattan Console,Console,Rattan,Grey,D1-R1,461,FurniWorld,13/09/2025,"Vintage Rattan Console - Rattan Grey design, sourced from FurniWorld."
STL-F-RED-0009,Classic Red Fabric Stool,Stool,Fabric,Red,B2-R4,343,Global Furnish,22/10/2025,"Classic Red Fabric Stool - Fabric Red design, sourced from Global Furnish."
BNH-M-BRN-0005,Minimal Brown Metal Bench,Bench,Metal,Brown,B1-R4,244,FurniWorld,06/03/2025,"Minimal Brown Metal Bench - Metal Brown design, sourced from FurniWorld."
BED-F-RED-0014,Compact Red Fabric Bed,Bed,Fabric,Red,A3-R3,340,Homedecor Co.,31/03/2025,"Compact Red Fabric Bed - Fabric Red design, sourced from Homedecor Co.."
BSF-P-OAK-0005,Stylish Plastic Bookshelf,Bookshelf,Plastic,Oak,C2-R3,49,Global Furnish,11/03/2025,"Stylish Plastic Bookshelf - Plastic Oak design, sourced from Global Furnish."
STL-C-NAT-0002,Cozy Natural Composite Stool,Stool,Composite,Natural,D2-R4,281,Global Furnish,14/05/2025,"Cozy Natural Composite Stool - Composite Natural design, sourced from Global Furnish."
STL-C-NAT-0003,Premium Natural Composite Stool,Stool,Composite,Natural,C5-R4,358,ComfortLine,27/09/2025,"Premium Natural Composite Stool - Composite Natural design, sourced from ComfortLine."
TAB-R-NAT-0010,Modern Rattan Table,Table,Rattan,Natural,C5-R3,469,Global Furnish,10/04/2025,"Modern Rattan Table - Rattan Natural design, sourced from Global Furnish."
TAB-L-BLU-0007,Vintage Leather Table,Table,Leather,Blue,B1-R3,409,Classic Interiors,18/12/2024,"Vintage Leather Table - Leather Blue design, sourced from Classic Interiors."
CNS-G-BLK-0012,Classic Glass Console,Console,Glass,Black,D3-R1,440,Classic Interiors,02/09/2025,"Classic Glass Console - Glass Black design, sourced from Classic Interiors."
DRS-P-BLU-0009,Minimal Plastic Dresser,Dresser,Plastic,Blue,C4-R3,277,Global Furnish,27/08/2025,"Minimal Plastic Dresser - Plastic Blue design, sourced from Global Furnish."
SOF-L-GRY-0007,Elegant Grey Leather Sofa,Sofa,Leather,Grey,C3-R2,480,Nova Supplies,10/10/2025,"Elegant Grey Leather Sofa - Leather Grey design, sourced from Nova Supplies."
WRD-M-RED-0011,Premium Metal Wardrobe,Wardrobe,Metal,Red,A5-R2,133,FurniWorld,21/09/2025,"Premium Metal Wardrobe - Metal Red design, sourced from FurniWorld."
CAB-F-RED-0010,Cozy Fabric Cabinet,Cabinet,Fabric,Red,C4-R1,191,FurniWorld,18/07/2025,"Cozy Fabric Cabinet - Fabric Red design, sourced from FurniWorld."
BED-G-WHT-0009,Vintage White Glass Bed,Bed,Glass,White,B5-R1,307,Nova Supplies,11/03/2025,"Vintage White Glass Bed - Glass White design, sourced from Nova Supplies."
BSF-L-GRY-0009,Vintage Leather Bookshelf,Bookshelf,Leather,Grey,C4-R2,441,FurniWorld,25/10/2025,"Vintage Leather Bookshelf - Leather Grey design, sourced from FurniWorld."
STL-R-NAT-0012,Elegant Natural Rattan Stool,Stool,Rattan,Natural,D4-R4,244,Homedecor Co.,08/06/2025,"Elegant Natural Rattan Stool - Rattan Natural design, sourced from Homedecor Co.."
DSK-M-BGE-0012,Stylish Metal Desk,Desk,Metal,Beige,D3-R2,227,EverWood,05/10/2025,"Stylish Metal Desk - Metal Beige design, sourced from EverWood."
CHR-C-BLU-0011,Cozy Blue Composite Chair,Chair,Composite,Blue,C3-R1,77,FurniWorld,19/12/2024,"Cozy Blue Composite Chair - Composite Blue design, sourced from FurniWorld."
BED-G-OAK-0007,Premium Oak Glass Bed,Bed,Glass,Oak,C3-R4,384,FurniWorld,19/06/2025,"Premium Oak Glass Bed - Glass Oak design, sourced from FurniWorld."
CNS-M-BLK-0012,Premium Metal Console,Console,Metal,Black,B2-R2,478,Classic Interiors,24/11/2024,"Premium Metal Console - Metal Black design, sourced from Classic Interiors."
CAB-G-GRY-0008,Modern Glass Cabinet,Cabinet,Glass,Grey,B1-R3,445,Homedecor Co.,24/10/2025,"Modern Glass Cabinet - Glass Grey design, sourced from Homedecor Co.."
STL-G-NAT-0006,Classic Natural Glass Stool,Stool,Glass,Natural,B5-R4,24,Homedecor Co.,12/08/2025,"Classic Natural Glass Stool - Glass Natural design, sourced from Homedecor Co.."
CAB-W-GRN-0010,Classic Wood Cabinet,Cabinet,Wood,Green,B2-R4,207,Global Furnish,08/08/2025,"Classic Wood Cabinet - Wood Green design, sourced from Global Furnish."
BED-C-GRY-0007,Compact Grey Composite Bed,Bed,Composite,Grey,A3-R2,104,Global Furnish,20/12/2024,"Compact Grey Composite Bed - Composite Grey design, sourced from Global Furnish."
CHR-R-BLK-0008,Deluxe Black Rattan Chair,Chair,Rattan,Black,C5-R1,63,ComfortLine,22/04/2025,"Deluxe Black Rattan Chair - Rattan Black design, sourced from ComfortLine."
CHR-W-GRN-0012,Cozy Green Wood Chair,Chair,Wood,Green,D5-R2,437,Global Furnish,29/08/2025,"Cozy Green Wood Chair - Wood Green design, sourced from Global Furnish."
WRD-F-BLK-0015,Classic Fabric Wardrobe,Wardrobe,Fabric,Black,A4-R2,253,Urban Living,01/03/2025,"Classic Fabric Wardrobe - Fabric Black design, sourced from Urban Living."
CAB-F-BLK-0006,Premium Fabric Cabinet,Cabinet,Fabric,Black,A3-R4,462,ComfortLine,21/05/2025,"Premium Fabric Cabinet - Fabric Black design, sourced from ComfortLine."
SOF-C-NAT-0003,Stylish Natural Composite Sofa,Sofa,Composite,Natural,B3-R3,41,Classic Interiors,28/08/2025,"Stylish Natural Composite Sofa - Composite Natural design, sourced from Classic Interiors."
CAB-L-OAK-0009,Vintage Leather Cabinet,Cabinet,Leather,Oak,C3-R2,418,FurniWorld,26/12/2024,"Vintage Leather Cabinet - Leather Oak design, sourced from FurniWorld."
